rank,name,region
67,피츠버그 대학교,미국  
69,퀸메리 런던 대학교,영국  
70,오사카대학교,일본  
71,캘리포니아 대학교 데이비스,미국  
71,뉴사우스웨일스 대학교,호주  
73,바르셀로나 대학교,스페인  
74,앨버타 대학교,캐나다  
75,터프츠 대학교,미국  
76,저장대학교,중국  
77,오르후스 대학교,덴마크  
78,케이프타운 대학교,남아프리카공화국  
79,노팅엄 대학교,영국  
80,국립대만대학교,대만  
81,소르본 대학교,프랑스  
82,케이스 웨스턴 리저브 대학교,미국  
83,룬드 대학교,스웨덴  
84,바젤 대학교,스위스  
85,난양기술대학교,싱가포르  
86,난징대학교,중국  
86,뉴캐슬 대학교,영국  
86,상파울루 대학교,브라질  
89,애들레이드 대학교,호주  
90,리버풀 대학교,영국  
91,플로리다 대학교,미국  
92,위스콘신 대학교 매디슨,미국  
93,몬트리올 대학교,캐나다  
93,파리-사클레 대학교,프랑스  
95,쓰촨대학교,중국  
96,겐트 대학교,벨기에  
97,우한대학교,중국  
98,튀빙겐 대학교,독일  
99,매사추세츠 대학교,미국  
100,화중과기대학교,중국  
100,로체스터 대학교,미국  
101,호주국립대학교,호주  
102,비엔나 의과대학,오스트리아  
103,오하이오 주립대학교,미국  
104,라드바우드 대학교,네덜란드  
105,도호쿠대학교,일본  
106,안트베르펜 대학교,벨기에  
107,볼로냐 대학교,이탈리아  
108,캘거리 대학교,캐나다  
109,프라이부르크 대학교,독일  
110,예테보리 대학교,스웨덴  
111,헬싱키 대학교,핀란드  
112,아이오와 대학교,미국  
113,로잔 대학교,스위스  
114,리즈 대학교,영국  
115,레스터 대학교,영국  
116,마이애미 대학교,미국  
117,오슬로 대학교,노르웨이  
118,오타와 대학교,캐나다  
119,셰필드 대학교,영국  
120,사우샘프턴 대학교,영국  
121,텍사스 대학교 오스틴,미국  
122,요크 대학교,영국  
123,웁살라 대학교,스웨덴  
124,프레이에 대학교 암스테르담,네덜란드  
125,다트머스 대학교,미국  
126,조지 워싱턴 대학교,미국  
127,퀸스 대학교,캐나다  
128,퀸스 대학교 벨파스트,영국  
129,아헨 공과대학교,독일  
130,쑨원대학교(중산대학),중국  
131,웨스턴 오스트레일리아 대학교,호주  
132,트리니티 칼리지 더블린,아일랜드  
133,루뱅 가톨릭 대학교,벨기에  
134,브뤼셀 자유대학교,벨기에  
135,파리 시떼 대학교,프랑스  
136,오클랜드 대학교,뉴질랜드  
137,캘리포니아 대학교 어바인,미국  
138,콜로라도 대학교 덴버/안슈츠 메디컬 캠퍼스,미국  
139,제네바 대학교,스위스  
140,함부르크 대학교,독일  
141,일리노이 대학교 시카고,미국  
142,밀라노 대학교,이탈리아  
143,뮌스터 대학교,독일  
144,유타 대학교,미국  
145,워릭 대학교,영국  
146,뷔르츠부르크 대학교,독일  
147,비타-살루테 산 라파엘레 대학교,이탈리아  
148,바헤닝언 대학교 및 연구소,네덜란드  
149,웨스턴 대학교,캐나다  
150,카디프 대학교,영국  
151,조지타운 대학교,미국  
152,우마니타스 대학교,이탈리아  
153,킹사우드 대학교,사우디아라비아  
154,고려대학교,대한민국  
155,라트로브 대학교,호주  
156,맥쿼리 대학교,호주  
157,오리건 건강과학대학교,미국  
158,펜실베이니아 주립대학교(본교),미국  
159,세인트 조지 런던 대학교,영국  
160,홍콩 폴리텍 대학교,홍콩  
161,도쿄 의치과대학교,일본  
162,드레스덴 공과대학교,독일  
163,울름 대학교,독일  
164,바르셀로나 자치대학교,스페인  
165,라발 대학교,캐나다  
166,애리조나 대학교,미국  
167,본 대학교,독일  
168,쾰른 대학교,독일  
169,에를랑겐-뉘른베르크 대학교,독일  
170,엑서터 대학교,영국  
171,괴팅겐 대학교,독일  
172,마카오 대학교,마카오  
173,파도바 대학교,이탈리아  
174,시드니 공과대학교,호주  
175,하인리히 하이네 대학교 뒤셀도르프,독일  
176,인디애나 대학교,미국  
177,그라츠 의과대학교,오스트리아  
178,인스브루크 의과대학교,오스트리아  
179,폼페우 파브라 대학교,스페인
180,퍼듀 대학교 웨스트라피엣 캠퍼스,미국
181,퀸즐랜드 공과대학교,호주
182,남방의과대학교,중국
183,스텔렌보스 대학교,남아프리카공화국
184,덴마크 공과대학교,덴마크
185,텔아비브 대학교,이스라엘
186,퉁지 대학교,중국
187,아랍에미리트 대학교,아랍에미리트
188,사크로 쿠오레 가톨릭 대학교,이탈리아
189,스위스 이탈리아 대학교,스위스
190,더블린 대학교,아일랜드
191,애버딘 대학교,영국
192,던디 대학교,영국
193,킬 대학교,독일
194,밀라노 비코카 대학교,이탈리아
195,나바라 대학교,스페인
196,남덴마크 대학교,덴마크
197,위트워터스랜드 대학교,남아프리카공화국
198,버지니아 대학교 (본교),미국
199,브뤼셀 자유대학교,벨기에
200,올보르 대학교,덴마크
201,엑스마르세유 대학교,프랑스
202,마드리드 자치대학교,스페인
203,런던 시립대학교,영국
204,달하우지 대학교,캐나다
205,디킨 대학교,호주
206,델프트 공과대학교,네덜란드
207,플린더스 대학교,호주
208,괴테 프랑크푸르트 대학교,독일
209,하시트 대학교,벨기에
210,홍콩 침례대학교,홍콩
211,이맘 압둘라흐만 빈 파이살 대학교,사우디아라비아
212,유스투스 리비히 기센 대학교,독일
213,게이오 대학교,일본
214,킹 압둘아지즈 대학교,사우디아라비아
215,랭커스터 대학교,영국
216,린셰핑 대학교,스웨덴
217,마카오과학기술대학교,마카오
218,미시간주립대학교,미국
219,나고야 대학교,일본
220,노스이스턴 대학교 (미국),미국
221,카타르 대학교,카타르
222,RCSI 의학 및 보건과학 대학교,아일랜드
223,사피엔자 로마 대학교,이탈리아
224,세멜바이스 대학교,헝가리
225,남방과학기술대학교 (SUSTech),중국
226,텍사스 A&M 대학교,미국
227,툴레인 대학교,미국
228,우메오 대학교,스웨덴
229,버팔로 대학교,미국
230,코크 대학교,아일랜드
231,베르겐 대학교,노르웨이
232,보르도 대학교,프랑스
233,브레시아 대학교,이탈리아
234,뒤스부르크-에센 대학교,독일
235,리에주 대학교,벨기에
236,말라야 대학교,말레이시아
237,마니토바 대학교,캐나다
238,메릴랜드 대학교 칼리지파크 캠퍼스,미국
239,나폴리 페데리코 2세 대학교,이탈리아
240,뉴캐슬 대학교,오스트레일리아
241,오타고 대학교,뉴질랜드
242,파비아 대학교,이탈리아
243,로마 제2대학교 – 토르 베르가타,이탈리아
244,세인트앤드루스 대학교,영국
245,투르쿠 대학교,핀란드
246,트벤터 대학교,네덜란드
247,워털루 대학교,캐나다
248,베로나 대학교,이탈리아
249,웨스턴 시드니 대학교,오스트레일리아
250,아주대학교,대한민국
251,애리조나 주립대학교 (템피 캠퍼스),미국
252,애스턴 대학교,영국
253,오클랜드 공과대학교,뉴질랜드
254,호주 가톨릭 대학교,오스트레일리아
255,본드 대학교,오스트레일리아
256,보스턴 칼리지,미국
257,마드리드 콤플루텐세 대학교,스페인
258,커틴 대학교,오스트레일리아
259,그리피스 대학교,오스트레일리아
260,히브리 예루살렘 대학교,이스라엘
261,홋카이도 대학교,일본
262,이맘 무함마드 이븐 사우드 이슬람 대학교,사우디아라비아
263,마인츠 요하네스 구텐베르크 대학교,독일
264,경희대학교,대한민국
265,큐슈 대학교,일본
266,레바논 아메리칸 대학교,레바논
267,마히돌 대학교,태국
268,몽펠리에 대학교,프랑스
269,머독 대학교,오스트레일리아
270,난카이 대학교,중국
271,낭트 대학교,프랑스
272,국립 양밍 교통대학교,대만
273,루르 보훔 대학교,독일
274,사비타 의과기술대학교,인도
275,선전 대학교,중국
276,타이베이 의과대학교,대만
277,탐페레 대학교,핀란드
278,테크니온 - 이스라엘 공과대학교,이스라엘
279,톈진 대학교,중국
280,캄피나스 주립대학교,브라질
281,키프로스 대학교,키프로스
282,피렌체 대학교,이탈리아
283,골웨이 대학교,아일랜드
284,제노바 대학교,이탈리아
285,캔자스 대학교,미국
286,켄터키 대학교,미국
287,피사 대학교,이탈리아
288,포르투 대학교,포르투갈
289,샤르자 대학교,아랍에미리트
290,사우스 오스트레일리아 대학교,오스트레일리아
291,스트래스클라이드 대학교,영국
292,서리 대학교,영국
293,서식스 대학교,영국
294,츠쿠바 대학교,일본
295,토리노 대학교,이탈리아
296,빅토리아 대학교,캐나다
297,울런공 대학교,오스트레일리아
298,버지니아 커먼웰스 대학교,미국
299,시안 자오퉁 대학교,중국
300,아즈만 대학교,아랍에미리트
301,알파이살 대학교,사우디아라비아
302,피에몬테 동부 아메데오 아보가드로 대학교,이탈리아
303,베이루트 아메리칸 대학교,레바논
304,앵글리아 러스킨 대학교,영국
305,바라나시 힌두 대학교,인도
306,벤구리온 네게브 대학교,이스라엘
307,비를라 공과과학대학교 필라니,인도
308,본머스 대학교,영국
309,카이로 대학교,이집트
310,캄푸스 비오메디코 로마 대학교,이탈리아
311,찰스 대학교,체코
312,쭐랄롱꼰 대학교,태국
313,클로드 베르나르 리옹 1 대학교,프랑스
314,콜로라도 주립대학교 포트콜린스,미국
315,다포딜 국제대학교,방글라데시
316,드렉셀 대학교,미국
317,에디스 코완 대학교,오스트레일리아
318,페더레이션 대학교,오스트레일리아
319,프리드리히 실러 예나 대학교,독일
320,조지 메이슨 대학교,미국
321,조지아 주립대학교,미국
322,한양대학교,대한민국
323,제임스 쿡 대학교,오스트레일리아
324,장쑤 대학교,중국
325,지난 대학교 (중국),중국
326,킬 대학교,영국
327,케르만샤 의과대학,이란
328,킹 칼리드 대학교,사우디아라비아
329,고베 대학교,일본
330,코치 대학교,터키
331,리버풀 존 무어스 대학교,영국
332,러블리 프로페셔널 대학교,인도
333,마니팔 고등교육원,인도
334,미들섹스 대학교,영국
335,아테네 국립 카포디스트리아 대학교,그리스
336,국립 성공 대학교 (NCKU),대만
337,노르웨이 과학기술대학교,노르웨이
338,외레브로 대학교,스웨덴
339,펀자브 대학교,인도
340,RMIT 대학교,오스트레일리아
341,러시 대학교,미국
342,러트거스 대학교 뉴브런즈윅,미국
343,세인트루이스 대학교,미국
344,화남이공대학교,중국
345,동남대학교,중국
346,뉴욕주립대학교 올버니,미국
347,스완지 대학교,영국
348,테헤란 의과대학,이란
349,가톨릭대학교,대한민국
350,얼스터 대학교,영국
351,상파울루 연방대학교 (UNIFESP),브라질
352,히우그란지두술 연방대학교,브라질
353,코트다쥐르 대학교,프랑스
354,그르노블 알프 대학교,프랑스
355,말레이시아 국립대학교,말레이시아
356,센트럴 플로리다 대학교,미국
357,코임브라 대학교,포르투갈
358,코네티컷 대학교,미국
359,크리티 대학교,그리스
360,델라웨어 대학교,미국
361,이스트 앵글리아 대학교,영국
362,페라라 대학교,이탈리아
363,조지아 대학교 (미국),미국
364,그리니치 대학교,영국
365,그라이스발트 대학교,독일
366,하와이 마노아 대학교,미국
367,인수브리아 대학교,이탈리아
368,켄트 대학교,영국
369,콰줄루나탈 대학교,남아프리카공화국
370,릴 대학교,프랑스
371,리스본 대학교,포르투갈
372,로렌 대학교,프랑스
373,마르부르크 대학교,독일
374,메시나 대학교,이탈리아
375,모데나 레조에밀리아 대학교,이탈리아
376,몽스 대학교,벨기에
377,네브래스카 메디컬센터 대학교,미국
378,오울루 대학교,핀란드
379,팔레르모 대학교,이탈리아
380,살레르노 대학교,이탈리아
381,서스캐처원 대학교,캐나다
382,시에나 대학교,이탈리아
383,사우스캐롤라이나 대학교-컬럼비아,미국
384,사우스플로리다 대학교,미국
385,타르투 대학교,에스토니아
386,태즈메이니아 대학교,호주
387,툴루즈 대학교,프랑스
388,트리에스테 대학교,이탈리아
389,울산대학교,대한민국
390,빅토리아 대학교,호주
391,버지니아 폴리텍 주립대학교,미국
392,웨이크 포레스트 대학교,미국
393,워싱턴 주립대학교,미국
394,웨인 주립대학교,미국
395,브로츠와프 의과대학교,폴란드
396,샤먼 대학교,중국
397,요크 대학교,캐나다
398,알 아인 대학교,아랍에미리트
399,아미티 대학교 노이다,인도
400,아라비아만 대학교,바레인
401,아리스토텔레스 대학교,그리스
402,아시아 대학교 (대만),대만
403,바르일란 대학교,이스라엘
404,브루넬 런던 대학교,영국
405,캐피탈 의과대학교,중국
406,센트럴 퀸즐랜드 대학교,호주
407,창궁대학교,대만
408,중국 의과대학교 (대만),대만
409,중국 약학대학교,중국
410,전남대학교,대한민국
411,중앙대학교,대한민국
412,키프로스 기술대학교,키프로스
413,더블린 시티 대학교,아일랜드
414,유탄 대학교,베트남
415,화동이공대학교,중국
416,에든버러 네이피어 대학교,영국
417,이화여자대학교,대한민국
418,플로리다 인터내셔널 대학교,미국
419,플로리다 주립대학교,미국
420,가브리엘레 단눈치오 대학교,이탈리아
421,가천대학교,대한민국
422,글래스고 칼레도니안 대학교,영국
423,하체테페 대학교,튀르키예
424,아테네 하로코피오 대학교,그리스
425,야기엘로니안 대학교,폴란드
426,자미아 밀리아 이슬라미아 대학교,인도
427,자잔 대학교,사우디아라비아
428,준텐도 대학교,일본
429,킨다이 대학교,일본
430,킹 파이살 대학교,사우디아라비아
431,구마모토 대학교,일본
432,쿠웨이트 대학교,쿠웨이트
433,경북대학교,대한민국
434,레바논 대학교,레바논
435,런던 사우스뱅크 대학교,영국
436,루이지애나 주립대학교,미국
437,맨체스터 메트로폴리탄 대학교,영국
438,마르케 폴리테크닉 대학교,이탈리아
439,난징 의과대학,중국
440,나자르바예프 대학교,카자흐스탄
441,뉴멕시코 주립대학교 (메인 캠퍼스),미국
442,노스 사우스 대학교,방글라데시
443,오하이오 대학교 (메인 캠퍼스),미국
444,가톨릭대학교(칠레),칠레
445,부산대학교,대한민국
446,카심 대학교,사우디아라비아
447,카즈빈 의과대학,이란
448,샌디에이고 주립대학교,미국
449,샤히드 베헤쉬티 의과대학,이란
450,슐리니 생명과학경영대학교,인도
451,쑤저우대학교 (중국),중국
452,순천향대학교,대한민국
453,스토니브룩 대학교,미국
454,술탄 카부스 대학교,오만
455,스윈번 공과대학교,오스트레일리아
456,템플 대학교,미국
457,노르웨이 북극대학교 (UiT),노르웨이
458,말레이시아 과학대학교 (USM),말레이시아
459,아칸소 대학교,미국
460,바리 알도 모로 대학교,이탈리아
461,브라이튼 대학교,영국
462,칼리아리 대학교,이탈리아
463,캘리포니아 대학교 리버사이드 캠퍼스,미국
464,캄파니아 루이지 반비텔리 대학교,이탈리아
465,캔버라 대학교,오스트레일리아
466,동부 핀란드 대학교,핀란드
467,프리부르 대학교,스위스
468,하일 대학교,사우디아라비아
469,휴스턴 대학교,미국
470,헐 대학교,영국
471,이바단 대학교,나이지리아
472,아이슬란드 대학교,아이슬란드
473,위배스킬레 대학교,핀란드
474,라고스 대학교,나이지리아
475,라퀼라 대학교,이탈리아
476,리머릭 대학교,아일랜드
477,경영기술대학교,파키스탄
478,미뉴 대학교,포르투갈
479,노스캐롤라이나 대학교 샬럿 캠퍼스,미국
480,파르마 대학교,이탈리아
481,페치 대학교,헝가리
482,포츠머스 대학교,영국
483,렌1 대학교,프랑스
484,산티아고 데 콤포스텔라 대학교,스페인
485,사르고다 대학교,파키스탄
486,사사리 대학교,이탈리아
487,세비야 대학교,스페인
488,서던 퀸즐랜드 대학교,오스트레일리아
489,스터링 대학교,영국
490,바스크 지방 대학교,스페인
491,선샤인 코스트 대학교,오스트레일리아
492,웨스턴 케이프 대학교,남아프리카공화국
493,UWE 브리스틀 (웨스트 잉글랜드 대학교),영국
494,우디네 대학교,이탈리아
495,발렌시아 대학교,스페인
496,웰링턴 빅토리아 대학교,뉴질랜드
497,빌뉴스 대학교,리투아니아
498,요코하마 시립대학교,일본
499,아인 샴스 대학교,이집트
500,알아즈하르 대학교,이집트
501,알보르즈 의과대학,이란
502,알렉산드리아 대학교,이집트
503,알리가르 무슬림 대학교,인도
504,아라크 의과대학,이란
505,오번 대학교,미국
506,바볼 의과대학,이란
507,방고르 대학교,영국
508,베일러 대학교,미국
509,베이루트 아랍 대학교,레바논
510,버밍엄 시립대학교,영국
511,브랙 대학교,방글라데시
512,센트럴 미시간 대학교,미국
513,찰스 다윈 대학교,호주
514,지바 대학교,일본
515,치트카라 대학교,인도
516,유러피언 키프로스 대학교,키프로스
517,마드리드 유러피언 대학교,스페인
518,푸젠 농업임업대학교,중국
519,파이살라바드 공립대학,파키스탄
520,광저우 의과대학,중국
521,하노이 의과대학,베트남
522,히로시마 대학교,일본
523,이란 의과대학,이란
524,자미아 함다르 대학교,인도
525,웬셰핑 대학교,스웨덴
526,요르단 과학기술대학교,요르단
527,주프 대학교,사우디아라비아
528,가나자와 대학교,일본
529,케르만 의과대학,이란
530,KIIT 대학교,인도
531,킹 사우드 빈 압둘아지즈 보건과학대학,사우디아라비아
532,쿠르디스탄 의과대학,이란
533,리즈 베케트 대학교,영국
534,로레스탄 의과대학,이란
535,만수라 대학교,이집트
536,마사리크 대학교,체코
537,매시 대학교,뉴질랜드
538,메모리얼 뉴펀들랜드 대학교,캐나다
539,미주리 대학교 (미주),미국
540,국립 칭화대학교,대만
541,노섬브리아 대학교,영국
542,노스웨스트 대학교,남아프리카공화국
543,리스본 노바 대학교,포르투갈
544,오클랜드 대학교 (미국),미국
545,오카야마 대학교,일본
546,오클라호마 주립대학교,미국
547,프린세스 누라 빈트 압둘라만 대학교,사우디아라비아
548,셰필드 할람 대학교,영국
549,쉬라즈 의과대학,이란
550,서던일리노이 대학교 카본데일,미국
551,선웨이 대학교,말레이시아
552,타브리즈 의과대학,이란
553,타이프 대학교,사우디아라비아
554,몬테레이 공과대학교,멕시코
555,이슬라미아 바하왈푸르 대학교,파키스탄
556,요르단 대학교,요르단
557,테네시대학교 녹스빌,미국
558,떤득탕 대학교,베트남
559,토론토 메트로폴리탄 대학교,캐나다
560,움 알쿠라 대학교,사우디아라비아
561,상파울루 주립대학교 (Unesp),브라질
562,서부 브르타뉴 대학교,프랑스
563,푸아티에 대학교,프랑스
564,퀘벡 대학교,캐나다
565,보츠와나 대학교,보츠와나
566,클레르몽 오베르뉴 대학교,프랑스
567,콜롬보 대학교,스리랑카
568,데브레첸 대학교,헝가리
569,에식스 대학교,영국
570,포자 대학교,이탈리아
571,그라나다 대학교,스페인
572,하이파 대학교,이스라엘
573,허트퍼드셔 대학교,영국
574,허더즈필드 대학교,영국
575,인도네시아 대학교,인도네시아
576,요하네스버그 대학교,남아프리카공화국
577,크라구예바츠 대학교,세르비아
578,라호르 대학교,파키스탄
579,라트비아 대학교,라트비아
580,링컨 대학교,영국
581,류블랴나 대학교,슬로베니아
582,네바다대학교 라스베이거스,미국
583,니코시아 대학교,키프로스
584,페라데니야 대학교,스리랑카
585,플리머스 대학교,영국
586,프리토리아 대학교,남아프리카공화국
587,레지나 대학교,캐나다
588,루앙 노르망디 대학교,프랑스
589,세게드 대학교,헝가리
590,발레아레스 제도 대학교,스페인
591,필리핀 대학교,필리핀
592,투르 대학교,프랑스
593,와이카토 대학교,뉴질랜드
594,우르미아 의과대학,이란
595,베트남 국립대학교 하노이,베트남
596,양저우 대학교,중국
597,아흐마두 벨로 대학교,나이지리아
598,알-아흘리야 암만 대학교,요르단
599,알-바하 대학교,사우디아라비아
600,알파라비 카자흐 국립대학교,카자흐스탄
601,아나돌루 대학교,튀르키예
602,안-나자흐 국립대학교,팔레스타인
603,응용과학 사립대학교,요르단
604,아리엘 대학교,이스라엘
605,아타튀르크 대학교,튀르키예
606,오스트랄 대학교,아르헨티나
607,바하우딘 자카리야 대학교,파키스탄
608,바키야톨라 의과대학,이란
609,베니수에프 대학교,이집트
610,비르잔드 의과대학,이란
611,캔터베리 크라이스트 처치 대학교,영국
612,카디프 메트로폴리탄 대학교,영국
613,포르투갈 가톨릭 대학교,포르투갈
614,찰스 스터트 대학교,오스트레일리아
615,치앙마이 대학교,태국
616,충북대학교,대한민국
617,충남대학교,대한민국
618,코번트리 대학교,영국
619,다롄 이공대학교,중국
620,다만후르 대학교,이집트
621,닷타 메게 고등교육 및 연구기관,인도
622,데모크리토스 트라키아 대학교,그리스
623,드 몬트포트 대학교,영국
624,더반 공과대학교,남아프리카공화국
625,동지중해대학교,북키프로스
626,에게 대학교,튀르키예
627,에히메 대학교,일본
628,미나스제라이스 연방대학교,브라질
629,리우데자네이루 연방대학교,브라질
630,우베를란디아 연방대학교,브라질
631,플로리다 애틀랜틱 대학교,미국
632,푸젠 가톨릭 대학교,대만
633,후지타 의과대학교,일본
634,기후 대학교,일본
635,골레스탄 의과대학,이란
636,길란 의과대학,이란
637,경상국립대학교,대한민국
638,한림대학교,대한민국
639,하마단 의과대학(UMSHA),이란
640,하마마츠 의과대학교,일본
641,이세시 대학교,콜롬비아
642,일람 의과대학,이란
643,인하대학교,대한민국
644,이스파한 의과대학,이란
645,이스탄불 대학교,튀르키예
646,이스탄불 대학교-제라파샤,튀르키예
647,클루지나포카 의과약학대학교(Iuliu Hațieganu),루마니아
648,하우메 1세 대학교,스페인
649,전북대학교,대한민국
650,장난 대학교,중국
651,짐마 대학교,에티오피아
652,JSS 고등교육연구원,인도
653,카프르엘셰이크 대학교,이집트
654,가가와 대학교,일본
655,간사이 의과대학교,일본
656,캔자스 주립대학교,미국
657,가오슝 의과대학교,대만
658,콘캔 대학교,태국
659,킹스턴 대학교,영국
660,구루메 대학교,일본
661,크와메 은크루마 과학기술대학교,가나
662,교토부립의과대학교,일본
663,레이크헤드 대학교,캐나다
664,리투아니아 보건과학대학교,리투아니아
665,마하리시 마르칸데슈와르 대학교(MMU),인도
666,마즈마 대학교,사우디아라비아
667,마케레레 대학교,우간다
668,마슈하드 의과대학,이란
669,마잔다란 의과대학,이란
670,그단스크 의과대학,폴란드
671,우치 의과대학,폴란드
672,바르샤바 의과대학,폴란드
673,엘체 미겔 에르난데스 대학교,스페인
674,몬태나 주립대학교,미국
675,나가사키 대학교,일본
676,나고야 시립대학교,일본
677,나즈란 대학교,사우디아라비아
678,멕시코 국립자치대학교,멕시코
679,중흥대학교(국립 중흥대학교),대만
680,국립 중산대학교,대만
681,콜롬비아 국립대학교,콜롬비아
682,니가타 대학교,일본
683,일본의과대학,일본
684,카탈루냐 온라인 대학교,스페인
685,오사카 메트로폴리탄 대학교,일본
686,옥스퍼드 브룩스 대학교,영국
687,팔라츠키 대학교 올로모우츠,체코
688,포르투 폴리테크닉 대학교,포르투갈
689,리우그란데두술 가톨릭 대학교(PUCRS),브라질
690,프린스 사탐 빈 압둘아지즈 대학교,사우디아라비아
691,나바라 공립대학교,스페인
692,칭다오 대학교,중국
693,로비라 이 비르질리 대학교,스페인
694,로완 대학교,미국
695,사띠야바마 과학기술대학,인도
696,샤흐레코르드 의과대학,이란
697,산터우 대학교,중국
698,서던 크로스 대학교,호주
699,SRM 과학기술대학교,인도
700,수에즈 운하 대학교,이집트
701,수미 주립대학교,우크라이나
702,빙엄턴 대학교(SUNY),미국
703,심바이오시스 국제대학교,인도
704,타이바 대학교,사우디아라비아
705,더블린 공과대학교,아일랜드
706,티사이드 대학교,영국
707,지케이 의과대학,일본
708,앨라배마 대학교,미국
709,노트르담 오스트레일리아 대학교,호주
710,서인도 제도 대학교,자메이카
711,도카이 대학교,일본
712,도쿠시마 대학교,일본
713,도쿄 의과대학,일본
714,트리부반 대학교,네팔
715,브라운슈바이크 공과대학교,독일
716,에스피리투 산토 대학교(UEES),에콰도르
717,카르타헤나 대학교,콜롬비아
718,에두아르두 몬들라네 대학교,모잠비크
719,산타카타리나 연방대학교,브라질
720,프란시스코 데 비토리아 대학교,스페인
721,페루 카예타노 에레디아 대학교,페루
722,아이를랑가 대학교,인도네시아
723,가자마다 대학교,인도네시아
724,카탈루냐 국제대학교,스페인
725,브루나이 다루살람 대학교,브루나이
726,푸트라 말레이시아 대학교,말레이시아
727,술탄 자이나알 아비딘 대학교,말레이시아
728,툰쿠 압둘 라만 대학교(UTAR),말레이시아
729,아 코로나 대학교,스페인
730,알칼라 대학교,스페인
731,알가르브 대학교,포르투갈
732,알메리아 대학교,스페인
733,앙제 대학교,프랑스
734,아베이루 대학교,포르투갈
735,베이라 인테리오르 대학교,포르투갈
736,베닌 대학교,나이지리아
737,브래드퍼드 대학교,영국
738,카메리노 대학교(Unicam),이탈리아
739,캔터베리 대학교,뉴질랜드
740,케이프 코스트 대학교,가나
741,카스티야라만차 대학교,스페인
742,센트럴 랭커셔 대학교,영국
743,칠레 대학교,칠레
744,코르도바 대학교,스페인
745,다카 대학교,방글라데시
746,이스트 런던 대학교,영국
747,가나 대학교,가나
748,지로나 대학교,스페인
749,이오아니나 대학교,그리스
750,하엔 대학교,스페인
751,제다 대학교,사우디아라비아
752,라 프론테라 대학교,칠레
753,라스팔마스 데 그란카나리아 대학교,스페인
754,예이다 대학교,스페인
755,말라가 대학교,스페인
756,몰타 대학교,몰타
757,카롤 다빌라 의약대학,루마니아
758,무르시아 대학교,스페인
759,나이로비 대학교,케냐
760,일본 산업환경보건대학교,일본
761,오비에도 대학교,스페인
762,파트라스 대학교,그리스
763,로드아일랜드 대학교,미국
764,사닷 시티 대학교,이집트
765,살라망카 대학교,스페인
766,샐퍼드 대학교,영국
767,산토 토마스 대학교,필리핀
768,사우스 웨일스 대학교,영국
769,스타방에르 대학교,노르웨이
770,타브리즈 대학교,이란
771,타부크 대학교,사우디아라비아
772,텍사스 대학교 알링턴 캠퍼스,미국
773,텍사스 대학교 엘패소 캠퍼스,미국
774,테살리아 대학교,그리스
775,웨스트 오브 스코틀랜드 대학교,영국
776,톨레도 대학교,미국
777,도야마 대학교,일본
778,트라스-오스-몬치스 및 알투 도루 대학교,포르투갈
779,튀니스 엘 마나르 대학교,튀니지
